province,obvs_start,obvs_end,outbreak,exp_start,exp_end
Equateur,2010_1,2020_47,2016_42,2011_50,2012_6
Equateur,2010_1,2020_47,2016_42,2012_25,2012_29
Equateur,2010_1,2020_47,2016_42,2012_40,2012_42
Equateur,2010_1,2020_47,2016_42,2012_49,2012_52
Equateur,2010_1,2020_47,2016_42,2013_11,2013_11
Equateur,2010_1,2020_47,2016_42,2014_10,2014_10
Equateur,2010_1,2020_47,2016_42,2014_24,2014_30
Equateur,2010_1,2020_47,2016_42,2014_38,2014_40
Equateur,2010_1,2020_47,2016_42,2015_3,2015_21
Equateur,2010_1,2020_47,2016_42,2015_30,2015_33
Equateur,2010_1,2020_47,2016_42,2015_46,2015_46
Equateur,2010_1,2020_47,2016_42,2016_2,2016_2
Equateur,2010_1,2020_47,2016_42,2016_21,2016_21
Equateur,2010_1,2020_47,2016_42,2016_32,2016_40
Equateur,2010_1,2020_47,2016_42,2016_52,2017_4
Equateur,2010_1,2020_47,2016_42,2017_15,2017_31
Equateur,2010_1,2020_47,2016_42,2017_47,2017_47
Equateur,2010_1,2020_47,2016_42,2018_4,2018_10
Equateur,2010_1,2020_47,2016_42,2018_23,2018_23
Equateur,2010_1,2020_47,2016_42,2018_36,2018_36
Equateur,2010_1,2020_47,2016_42,2019_1,2019_2
Equateur,2010_1,2020_47,2016_42,2019_20,2019_20
Equateur,2010_1,2020_47,2016_42,2019_29,2019_30
Equateur,2010_1,2020_47,2016_42,2019_40,2019_40
Equateur,2010_1,2020_47,2016_42,2020_9,2020_9
Equateur,2010_1,2020_47,2016_42,2020_19,2020_20
Equateur,2010_1,2020_47,2017_11,2010_13,2010_14
Equateur,2010_1,2020_47,2017_11,2011_18,2011_21
Equateur,2010_1,2020_47,2017_11,2011_41,2011_41
Equateur,2010_1,2020_47,2017_11,2011_50,2012_6
Equateur,2010_1,2020_47,2017_11,2012_25,2012_29
Equateur,2010_1,2020_47,2017_11,2012_40,2012_42
Equateur,2010_1,2020_47,2017_11,2012_49,2012_52
Equateur,2010_1,2020_47,2017_11,2013_11,2013_11
Equateur,2010_1,2020_47,2017_11,2014_10,2014_10
Equateur,2010_1,2020_47,2017_11,2014_24,2014_30
Equateur,2010_1,2020_47,2017_11,2014_38,2014_40
Equateur,2010_1,2020_47,2017_11,2015_3,2015_21
Equateur,2010_1,2020_47,2017_11,2015_30,2015_33
Equateur,2010_1,2020_47,2017_11,2015_46,2015_46
Equateur,2010_1,2020_47,2017_11,2016_2,2016_2
Equateur,2010_1,2020_47,2017_11,2016_21,2016_21
Equateur,2010_1,2020_47,2017_11,2016_32,2016_40
Equateur,2010_1,2020_47,2017_11,2016_52,2017_4
Equateur,2010_1,2020_47,2017_11,2017_15,2017_31
Equateur,2010_1,2020_47,2017_11,2017_47,2017_47
Equateur,2010_1,2020_47,2017_11,2018_4,2018_10
Equateur,2010_1,2020_47,2017_11,2018_23,2018_23
Equateur,2010_1,2020_47,2017_11,2018_36,2018_36
Equateur,2010_1,2020_47,2017_11,2019_1,2019_2
Equateur,2010_1,2020_47,2017_11,2019_20,2019_20
Equateur,2010_1,2020_47,2017_11,2019_29,2019_30
Equateur,2010_1,2020_47,2017_11,2019_40,2019_40
Equateur,2010_1,2020_47,2017_11,2020_9,2020_9
Equateur,2010_1,2020_47,2017_11,2020_19,2020_20
Equateur,2010_1,2020_47,2018_13,2010_13,2010_14
Equateur,2010_1,2020_47,2018_13,2011_18,2011_21
Equateur,2010_1,2020_47,2018_13,2011_41,2011_41
Equateur,2010_1,2020_47,2018_13,2011_50,2012_6
Equateur,2010_1,2020_47,2018_13,2012_25,2012_29
Equateur,2010_1,2020_47,2018_13,2012_40,2012_42
Equateur,2010_1,2020_47,2018_13,2012_49,2012_52
Equateur,2010_1,2020_47,2018_13,2013_11,2013_11
Equateur,2010_1,2020_47,2018_13,2014_10,2014_10
Equateur,2010_1,2020_47,2018_13,2014_24,2014_30
Equateur,2010_1,2020_47,2018_13,2014_38,2014_40
Equateur,2010_1,2020_47,2018_13,2015_3,2015_21
Equateur,2010_1,2020_47,2018_13,2015_30,2015_33
Equateur,2010_1,2020_47,2018_13,2015_46,2015_46
Equateur,2010_1,2020_47,2018_13,2016_2,2016_2
Equateur,2010_1,2020_47,2018_13,2016_21,2016_21
Equateur,2010_1,2020_47,2018_13,2016_32,2016_40
Equateur,2010_1,2020_47,2018_13,2016_52,2017_4
Equateur,2010_1,2020_47,2018_13,2017_15,2017_31
Equateur,2010_1,2020_47,2018_13,2017_47,2017_47
Equateur,2010_1,2020_47,2018_13,2018_4,2018_10
Equateur,2010_1,2020_47,2018_13,2018_23,2018_23
Equateur,2010_1,2020_47,2018_13,2018_36,2018_36
Equateur,2010_1,2020_47,2018_13,2019_1,2019_2
Equateur,2010_1,2020_47,2018_13,2019_20,2019_20
Equateur,2010_1,2020_47,2018_13,2019_29,2019_30
Equateur,2010_1,2020_47,2018_13,2019_40,2019_40
Equateur,2010_1,2020_47,2018_13,2020_9,2020_9
Equateur,2010_1,2020_47,2018_13,2020_19,2020_20
Equateur,2010_1,2020_47,2018_38,2010_13,2010_14
Equateur,2010_1,2020_47,2018_38,2011_18,2011_21
Equateur,2010_1,2020_47,2018_38,2011_41,2011_41
Equateur,2010_1,2020_47,2018_38,2011_50,2012_6
Equateur,2010_1,2020_47,2018_38,2012_25,2012_29
Equateur,2010_1,2020_47,2018_38,2012_40,2012_42
Equateur,2010_1,2020_47,2018_38,2012_49,2012_52
Equateur,2010_1,2020_47,2018_38,2013_11,2013_11
Equateur,2010_1,2020_47,2018_38,2014_10,2014_10
Equateur,2010_1,2020_47,2018_38,2014_24,2014_30
Equateur,2010_1,2020_47,2018_38,2014_38,2014_40
Equateur,2010_1,2020_47,2018_38,2015_3,2015_21
Equateur,2010_1,2020_47,2018_38,2015_30,2015_33
Equateur,2010_1,2020_47,2018_38,2015_46,2015_46
Equateur,2010_1,2020_47,2018_38,2016_2,2016_2
Equateur,2010_1,2020_47,2018_38,2016_21,2016_21
Equateur,2010_1,2020_47,2018_38,2016_32,2016_40
Equateur,2010_1,2020_47,2018_38,2016_52,2017_4
Equateur,2010_1,2020_47,2018_38,2017_15,2017_31
Equateur,2010_1,2020_47,2018_38,2017_47,2017_47
Equateur,2010_1,2020_47,2018_38,2018_4,2018_10
Equateur,2010_1,2020_47,2018_38,2018_23,2018_23
Equateur,2010_1,2020_47,2018_38,2018_36,2018_36
Equateur,2010_1,2020_47,2018_38,2019_1,2019_2
Equateur,2010_1,2020_47,2018_38,2019_20,2019_20
Equateur,2010_1,2020_47,2018_38,2019_29,2019_30
Equateur,2010_1,2020_47,2018_38,2019_40,2019_40
Equateur,2010_1,2020_47,2018_38,2020_9,2020_9
Equateur,2010_1,2020_47,2018_38,2020_19,2020_20
Haut-Katanga,2010_1,2020_47,2010_45,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2010_45,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2010_45,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2010_45,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2010_45,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2010_45,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2010_45,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2012_37,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2012_37,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2012_37,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2012_37,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2012_37,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2012_37,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2012_37,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2012_51,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2012_51,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2012_51,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2012_51,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2012_51,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2012_51,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2012_51,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2013_1,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2013_1,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2013_1,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2013_1,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2013_1,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2013_1,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2013_1,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2013_4,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2013_4,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2013_4,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2013_4,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2013_4,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2013_4,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2013_4,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2013_6,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2013_6,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2013_6,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2013_6,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2013_6,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2013_6,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2013_6,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2013_20,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2013_20,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2013_20,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2013_20,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2013_20,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2013_20,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2013_20,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2013_20,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2013_20,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2013_20,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2013_20,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2013_20,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2013_20,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2013_20,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2013_20,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2013_20,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2013_20,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2013_20,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2013_20,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2013_20,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2013_20,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2013_20,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2013_20,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2013_20,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2013_20,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2013_20,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2013_20,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2013_20,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2013_22,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2013_22,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2013_22,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2013_22,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2013_22,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2013_22,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2013_22,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2013_48,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2013_48,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2013_48,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2013_48,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2013_48,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2013_48,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2013_48,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2013_50,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2013_50,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2013_50,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2013_50,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2013_50,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2013_50,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2013_50,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2013_50,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2013_50,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2013_50,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2013_50,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2013_50,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2013_50,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2013_50,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2014_7,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2014_7,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2014_7,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2014_7,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2014_7,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2014_7,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2014_7,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2014_9,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2014_9,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2014_9,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2014_9,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2014_9,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2014_9,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2014_9,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2014_9,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2014_9,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2014_9,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2014_9,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2014_9,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2014_9,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2014_9,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2014_9,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2014_9,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2014_9,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2014_9,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2014_9,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2014_9,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2014_9,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2014_17,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2014_17,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2014_17,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2014_17,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2014_17,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2014_17,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2014_17,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2014_29,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2014_29,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2014_29,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2014_29,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2014_29,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2014_29,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2014_29,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2014_35,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2014_35,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2014_35,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2014_35,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2014_35,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2014_35,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2014_35,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2014_51,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2014_51,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2014_51,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2014_51,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2014_51,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2014_51,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2014_51,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2015_6,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2015_6,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2015_6,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2015_6,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2015_6,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2015_6,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2015_6,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2015_51,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2015_51,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2015_51,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2015_51,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2015_51,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2015_51,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2015_51,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2015_51,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2015_51,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2015_51,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2015_51,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2015_51,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2015_51,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2015_51,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2015_52,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2015_52,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2015_52,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2015_52,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2015_52,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2015_52,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2015_52,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2015_9,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2015_9,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2015_9,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2015_9,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2015_9,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2015_9,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2015_9,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2015_13,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2015_13,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2015_13,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2015_13,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2015_13,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2015_13,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2015_13,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2015_49,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2015_49,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2015_49,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2015_49,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2015_49,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2015_49,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2015_49,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2015_50,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2015_50,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2015_50,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2015_50,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2015_50,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2015_50,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2015_50,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2015_51,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2015_51,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2015_51,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2015_51,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2015_51,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2015_51,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2015_51,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2015_51,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2015_51,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2015_51,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2015_51,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2015_51,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2015_51,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2015_51,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2015_51,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2015_51,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2015_51,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2015_51,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2015_51,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2015_51,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2015_51,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2015_51,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2015_51,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2015_51,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2015_51,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2015_51,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2015_51,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2015_51,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2016_1,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2016_1,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2016_1,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2016_1,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2016_1,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2016_1,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2016_1,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2016_14,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2016_14,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2016_14,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2016_14,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2016_14,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2016_14,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2016_14,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2018_47,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2018_47,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2018_47,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2018_47,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2018_47,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2018_47,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2018_47,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2019_3,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2019_3,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2019_3,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2019_3,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2019_3,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2019_3,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2019_3,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2019_5,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2019_5,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2019_5,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2019_5,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2019_5,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2019_5,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2019_5,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2019_8,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2019_8,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2019_8,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2019_8,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2019_8,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2019_8,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2019_8,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2019_20,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2019_20,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2019_20,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2019_20,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2019_20,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2019_20,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2019_20,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2019_21,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2019_21,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2019_21,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2019_21,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2019_21,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2019_21,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2019_21,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2019_52,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2019_52,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2019_52,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2019_52,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2019_52,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2019_52,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2019_52,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2020_5,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2020_5,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2020_5,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2020_5,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2020_5,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2020_5,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2020_5,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2020_10,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2020_10,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2020_10,2011_26,2011_36
