province,obvs_start,obvs_end,outbreak,exp_start,exp_end
Kasaï-Oriental,2010_1,2020_47,2018_7,2016_41,2016_52
Kasaï-Oriental,2010_1,2020_47,2018_7,2017_8,2017_25
Kasaï-Oriental,2010_1,2020_47,2018_7,2017_48,2018_9
Kasaï-Oriental,2010_1,2020_47,2018_7,2018_36,2018_36
Kasaï-Oriental,2010_1,2020_47,2018_7,2018_43,2019_11
Kasaï-Oriental,2010_1,2020_47,2018_7,2019_18,2019_46
Kasaï-Oriental,2010_1,2020_47,2018_7,2020_4,2020_19
Kasaï-Oriental,2010_1,2020_47,2018_10,2011_3,2011_3
Kasaï-Oriental,2010_1,2020_47,2018_10,2011_19,2011_21
Kasaï-Oriental,2010_1,2020_47,2018_10,2011_35,2012_24
Kasaï-Oriental,2010_1,2020_47,2018_10,2012_33,2012_41
Kasaï-Oriental,2010_1,2020_47,2018_10,2012_50,2012_50
Kasaï-Oriental,2010_1,2020_47,2018_10,2013_30,2013_30
Kasaï-Oriental,2010_1,2020_47,2018_10,2014_2,2014_31
Kasaï-Oriental,2010_1,2020_47,2018_10,2015_1,2015_7
Kasaï-Oriental,2010_1,2020_47,2018_10,2015_16,2015_21
Kasaï-Oriental,2010_1,2020_47,2018_10,2015_38,2015_38
Kasaï-Oriental,2010_1,2020_47,2018_10,2015_50,2016_16
Kasaï-Oriental,2010_1,2020_47,2018_10,2016_29,2016_34
Kasaï-Oriental,2010_1,2020_47,2018_10,2016_41,2016_52
Kasaï-Oriental,2010_1,2020_47,2018_10,2017_8,2017_25
Kasaï-Oriental,2010_1,2020_47,2018_10,2017_48,2018_9
Kasaï-Oriental,2010_1,2020_47,2018_10,2018_36,2018_36
Kasaï-Oriental,2010_1,2020_47,2018_10,2018_43,2019_11
Kasaï-Oriental,2010_1,2020_47,2018_10,2019_18,2019_46
Kasaï-Oriental,2010_1,2020_47,2018_10,2020_4,2020_19
Kasaï-Oriental,2010_1,2020_47,2018_13,2011_3,2011_3
Kasaï-Oriental,2010_1,2020_47,2018_13,2011_19,2011_21
Kasaï-Oriental,2010_1,2020_47,2018_13,2011_35,2012_24
Kasaï-Oriental,2010_1,2020_47,2018_13,2012_33,2012_41
Kasaï-Oriental,2010_1,2020_47,2018_13,2012_50,2012_50
Kasaï-Oriental,2010_1,2020_47,2018_13,2013_30,2013_30
Kasaï-Oriental,2010_1,2020_47,2018_13,2014_2,2014_31
Kasaï-Oriental,2010_1,2020_47,2018_13,2015_1,2015_7
Kasaï-Oriental,2010_1,2020_47,2018_13,2015_16,2015_21
Kasaï-Oriental,2010_1,2020_47,2018_13,2015_38,2015_38
Kasaï-Oriental,2010_1,2020_47,2018_13,2015_50,2016_16
Kasaï-Oriental,2010_1,2020_47,2018_13,2016_29,2016_34
Kasaï-Oriental,2010_1,2020_47,2018_13,2016_41,2016_52
Kasaï-Oriental,2010_1,2020_47,2018_13,2017_8,2017_25
Kasaï-Oriental,2010_1,2020_47,2018_13,2017_48,2018_9
Kasaï-Oriental,2010_1,2020_47,2018_13,2018_36,2018_36
Kasaï-Oriental,2010_1,2020_47,2018_13,2018_43,2019_11
Kasaï-Oriental,2010_1,2020_47,2018_13,2019_18,2019_46
Kasaï-Oriental,2010_1,2020_47,2018_13,2020_4,2020_19
Kasaï-Oriental,2010_1,2020_47,2018_23,2011_3,2011_3
Kasaï-Oriental,2010_1,2020_47,2018_23,2011_19,2011_21
Kasaï-Oriental,2010_1,2020_47,2018_23,2011_35,2012_24
Kasaï-Oriental,2010_1,2020_47,2018_23,2012_33,2012_41
Kasaï-Oriental,2010_1,2020_47,2018_23,2012_50,2012_50
Kasaï-Oriental,2010_1,2020_47,2018_23,2013_30,2013_30
Kasaï-Oriental,2010_1,2020_47,2018_23,2014_2,2014_31
Kasaï-Oriental,2010_1,2020_47,2018_23,2015_1,2015_7
Kasaï-Oriental,2010_1,2020_47,2018_23,2015_16,2015_21
Kasaï-Oriental,2010_1,2020_47,2018_23,2015_38,2015_38
Kasaï-Oriental,2010_1,2020_47,2018_23,2015_50,2016_16
Kasaï-Oriental,2010_1,2020_47,2018_23,2016_29,2016_34
Kasaï-Oriental,2010_1,2020_47,2018_23,2016_41,2016_52
Kasaï-Oriental,2010_1,2020_47,2018_23,2017_8,2017_25
Kasaï-Oriental,2010_1,2020_47,2018_23,2017_48,2018_9
Kasaï-Oriental,2010_1,2020_47,2018_23,2018_36,2018_36
Kasaï-Oriental,2010_1,2020_47,2018_23,2018_43,2019_11
Kasaï-Oriental,2010_1,2020_47,2018_23,2019_18,2019_46
Kasaï-Oriental,2010_1,2020_47,2018_23,2020_4,2020_19
Kasaï-Oriental,2010_1,2020_47,2018_32,2011_3,2011_3
Kasaï-Oriental,2010_1,2020_47,2018_32,2011_19,2011_21
Kasaï-Oriental,2010_1,2020_47,2018_32,2011_35,2012_24
Kasaï-Oriental,2010_1,2020_47,2018_32,2012_33,2012_41
Kasaï-Oriental,2010_1,2020_47,2018_32,2012_50,2012_50
Kasaï-Oriental,2010_1,2020_47,2018_32,2013_30,2013_30
Kasaï-Oriental,2010_1,2020_47,2018_32,2014_2,2014_31
Kasaï-Oriental,2010_1,2020_47,2018_32,2015_1,2015_7
Kasaï-Oriental,2010_1,2020_47,2018_32,2015_16,2015_21
Kasaï-Oriental,2010_1,2020_47,2018_32,2015_38,2015_38
Kasaï-Oriental,2010_1,2020_47,2018_32,2015_50,2016_16
Kasaï-Oriental,2010_1,2020_47,2018_32,2016_29,2016_34
Kasaï-Oriental,2010_1,2020_47,2018_32,2016_41,2016_52
Kasaï-Oriental,2010_1,2020_47,2018_32,2017_8,2017_25
Kasaï-Oriental,2010_1,2020_47,2018_32,2017_48,2018_9
Kasaï-Oriental,2010_1,2020_47,2018_32,2018_36,2018_36
Kasaï-Oriental,2010_1,2020_47,2018_32,2018_43,2019_11
Kasaï-Oriental,2010_1,2020_47,2018_32,2019_18,2019_46
Kasaï-Oriental,2010_1,2020_47,2018_32,2020_4,2020_19
Kasaï-Oriental,2010_1,2020_47,2018_33,2011_3,2011_3
Kasaï-Oriental,2010_1,2020_47,2018_33,2011_19,2011_21
Kasaï-Oriental,2010_1,2020_47,2018_33,2011_35,2012_24
Kasaï-Oriental,2010_1,2020_47,2018_33,2012_33,2012_41
Kasaï-Oriental,2010_1,2020_47,2018_33,2012_50,2012_50
Kasaï-Oriental,2010_1,2020_47,2018_33,2013_30,2013_30
Kasaï-Oriental,2010_1,2020_47,2018_33,2014_2,2014_31
Kasaï-Oriental,2010_1,2020_47,2018_33,2015_1,2015_7
Kasaï-Oriental,2010_1,2020_47,2018_33,2015_16,2015_21
Kasaï-Oriental,2010_1,2020_47,2018_33,2015_38,2015_38
Kasaï-Oriental,2010_1,2020_47,2018_33,2015_50,2016_16
Kasaï-Oriental,2010_1,2020_47,2018_33,2016_29,2016_34
Kasaï-Oriental,2010_1,2020_47,2018_33,2016_41,2016_52
Kasaï-Oriental,2010_1,2020_47,2018_33,2017_8,2017_25
Kasaï-Oriental,2010_1,2020_47,2018_33,2017_48,2018_9
Kasaï-Oriental,2010_1,2020_47,2018_33,2018_36,2018_36
Kasaï-Oriental,2010_1,2020_47,2018_33,2018_43,2019_11
Kasaï-Oriental,2010_1,2020_47,2018_33,2019_18,2019_46
Kasaï-Oriental,2010_1,2020_47,2018_33,2020_4,2020_19
Kasaï-Oriental,2010_1,2020_47,2018_40,2011_3,2011_3
Kasaï-Oriental,2010_1,2020_47,2018_40,2011_19,2011_21
Kasaï-Oriental,2010_1,2020_47,2018_40,2011_35,2012_24
Kasaï-Oriental,2010_1,2020_47,2018_40,2012_33,2012_41
Kasaï-Oriental,2010_1,2020_47,2018_40,2012_50,2012_50
Kasaï-Oriental,2010_1,2020_47,2018_40,2013_30,2013_30
Kasaï-Oriental,2010_1,2020_47,2018_40,2014_2,2014_31
Kasaï-Oriental,2010_1,2020_47,2018_40,2015_1,2015_7
Kasaï-Oriental,2010_1,2020_47,2018_40,2015_16,2015_21
Kasaï-Oriental,2010_1,2020_47,2018_40,2015_38,2015_38
Kasaï-Oriental,2010_1,2020_47,2018_40,2015_50,2016_16
Kasaï-Oriental,2010_1,2020_47,2018_40,2016_29,2016_34
Kasaï-Oriental,2010_1,2020_47,2018_40,2016_41,2016_52
Kasaï-Oriental,2010_1,2020_47,2018_40,2017_8,2017_25
Kasaï-Oriental,2010_1,2020_47,2018_40,2017_48,2018_9
Kasaï-Oriental,2010_1,2020_47,2018_40,2018_36,2018_36
Kasaï-Oriental,2010_1,2020_47,2018_40,2018_43,2019_11
Kasaï-Oriental,2010_1,2020_47,2018_40,2019_18,2019_46
Kasaï-Oriental,2010_1,2020_47,2018_40,2020_4,2020_19
Kasaï-Oriental,2010_1,2020_47,2020_12,2011_3,2011_3
Kasaï-Oriental,2010_1,2020_47,2020_12,2011_19,2011_21
Kasaï-Oriental,2010_1,2020_47,2020_12,2011_35,2012_24
Kasaï-Oriental,2010_1,2020_47,2020_12,2012_33,2012_41
Kasaï-Oriental,2010_1,2020_47,2020_12,2012_50,2012_50
Kasaï-Oriental,2010_1,2020_47,2020_12,2013_30,2013_30
Kasaï-Oriental,2010_1,2020_47,2020_12,2014_2,2014_31
Kasaï-Oriental,2010_1,2020_47,2020_12,2015_1,2015_7
Kasaï-Oriental,2010_1,2020_47,2020_12,2015_16,2015_21
Kasaï-Oriental,2010_1,2020_47,2020_12,2015_38,2015_38
Kasaï-Oriental,2010_1,2020_47,2020_12,2015_50,2016_16
Kasaï-Oriental,2010_1,2020_47,2020_12,2016_29,2016_34
Kasaï-Oriental,2010_1,2020_47,2020_12,2016_41,2016_52
Kasaï-Oriental,2010_1,2020_47,2020_12,2017_8,2017_25
Kasaï-Oriental,2010_1,2020_47,2020_12,2017_48,2018_9
Kasaï-Oriental,2010_1,2020_47,2020_12,2018_36,2018_36
Kasaï-Oriental,2010_1,2020_47,2020_12,2018_43,2019_11
Kasaï-Oriental,2010_1,2020_47,2020_12,2019_18,2019_46
Kasaï-Oriental,2010_1,2020_47,2020_12,2020_4,2020_19
Kasaï-Oriental,2010_1,2020_47,2020_40,2011_3,2011_3
Kasaï-Oriental,2010_1,2020_47,2020_40,2011_19,2011_21
Kasaï-Oriental,2010_1,2020_47,2020_40,2011_35,2012_24
Kasaï-Oriental,2010_1,2020_47,2020_40,2012_33,2012_41
Kasaï-Oriental,2010_1,2020_47,2020_40,2012_50,2012_50
Kasaï-Oriental,2010_1,2020_47,2020_40,2013_30,2013_30
Kasaï-Oriental,2010_1,2020_47,2020_40,2014_2,2014_31
Kasaï-Oriental,2010_1,2020_47,2020_40,2015_1,2015_7
Kasaï-Oriental,2010_1,2020_47,2020_40,2015_16,2015_21
Kasaï-Oriental,2010_1,2020_47,2020_40,2015_38,2015_38
Kasaï-Oriental,2010_1,2020_47,2020_40,2015_50,2016_16
Kasaï-Oriental,2010_1,2020_47,2020_40,2016_29,2016_34
Kasaï-Oriental,2010_1,2020_47,2020_40,2016_41,2016_52
Kasaï-Oriental,2010_1,2020_47,2020_40,2017_8,2017_25
Kasaï-Oriental,2010_1,2020_47,2020_40,2017_48,2018_9
Kasaï-Oriental,2010_1,2020_47,2020_40,2018_36,2018_36
Kasaï-Oriental,2010_1,2020_47,2020_40,2018_43,2019_11
Kasaï-Oriental,2010_1,2020_47,2020_40,2019_18,2019_46
Kasaï-Oriental,2010_1,2020_47,2020_40,2020_4,2020_19
Kasaï-Oriental,2010_1,2020_47,2020_47,2011_3,2011_3
Kasaï-Oriental,2010_1,2020_47,2020_47,2011_19,2011_21
Kasaï-Oriental,2010_1,2020_47,2020_47,2011_35,2012_24
Kasaï-Oriental,2010_1,2020_47,2020_47,2012_33,2012_41
Kasaï-Oriental,2010_1,2020_47,2020_47,2012_50,2012_50
Kasaï-Oriental,2010_1,2020_47,2020_47,2013_30,2013_30
Kasaï-Oriental,2010_1,2020_47,2020_47,2014_2,2014_31
Kasaï-Oriental,2010_1,2020_47,2020_47,2015_1,2015_7
Kasaï-Oriental,2010_1,2020_47,2020_47,2015_16,2015_21
Kasaï-Oriental,2010_1,2020_47,2020_47,2015_38,2015_38
Kasaï-Oriental,2010_1,2020_47,2020_47,2015_50,2016_16
Kasaï-Oriental,2010_1,2020_47,2020_47,2016_29,2016_34
Kasaï-Oriental,2010_1,2020_47,2020_47,2016_41,2016_52
Kasaï-Oriental,2010_1,2020_47,2020_47,2017_8,2017_25
Kasaï-Oriental,2010_1,2020_47,2020_47,2017_48,2018_9
Kasaï-Oriental,2010_1,2020_47,2020_47,2018_36,2018_36
Kasaï-Oriental,2010_1,2020_47,2020_47,2018_43,2019_11
Kasaï-Oriental,2010_1,2020_47,2020_47,2019_18,2019_46
Kasaï-Oriental,2010_1,2020_47,2020_47,2020_4,2020_19
Kinshasa,2010_1,2020_47,2011_27,2010_19,2010_22
Kinshasa,2010_1,2020_47,2011_27,2010_39,2010_39
Kinshasa,2010_1,2020_47,2011_27,2011_2,2011_9
Kinshasa,2010_1,2020_47,2011_27,2011_16,2012_12
Kinshasa,2010_1,2020_47,2011_27,2012_19,2013_7
Kinshasa,2010_1,2020_47,2011_27,2013_15,2013_15
Kinshasa,2010_1,2020_47,2011_27,2013_25,2013_27
Kinshasa,2010_1,2020_47,2011_27,2013_37,2013_37
Kinshasa,2010_1,2020_47,2011_27,2013_46,2015_4
Kinshasa,2010_1,2020_47,2011_27,2015_11,2018_10
Kinshasa,2010_1,2020_47,2011_27,2018_18,2020_20
Kinshasa,2010_1,2020_47,2011_30,2010_19,2010_22
Kinshasa,2010_1,2020_47,2011_30,2010_39,2010_39
Kinshasa,2010_1,2020_47,2011_30,2011_2,2011_9
Kinshasa,2010_1,2020_47,2011_30,2011_16,2012_12
Kinshasa,2010_1,2020_47,2011_30,2012_19,2013_7
Kinshasa,2010_1,2020_47,2011_30,2013_15,2013_15
Kinshasa,2010_1,2020_47,2011_30,2013_25,2013_27
Kinshasa,2010_1,2020_47,2011_30,2013_37,2013_37
Kinshasa,2010_1,2020_47,2011_30,2013_46,2015_4
Kinshasa,2010_1,2020_47,2011_30,2015_11,2018_10
Kinshasa,2010_1,2020_47,2011_30,2018_18,2020_20
Kinshasa,2010_1,2020_47,2011_32,2010_19,2010_22
Kinshasa,2010_1,2020_47,2011_32,2010_39,2010_39
Kinshasa,2010_1,2020_47,2011_32,2011_2,2011_9
Kinshasa,2010_1,2020_47,2011_32,2011_16,2012_12
Kinshasa,2010_1,2020_47,2011_32,2012_19,2013_7
Kinshasa,2010_1,2020_47,2011_32,2013_15,2013_15
Kinshasa,2010_1,2020_47,2011_32,2013_25,2013_27
Kinshasa,2010_1,2020_47,2011_32,2013_37,2013_37
Kinshasa,2010_1,2020_47,2011_32,2013_46,2015_4
Kinshasa,2010_1,2020_47,2011_32,2015_11,2018_10
Kinshasa,2010_1,2020_47,2011_32,2018_18,2020_20
Kinshasa,2010_1,2020_47,2011_34,2010_19,2010_22
Kinshasa,2010_1,2020_47,2011_34,2010_39,2010_39
Kinshasa,2010_1,2020_47,2011_34,2011_2,2011_9
Kinshasa,2010_1,2020_47,2011_34,2011_16,2012_12
Kinshasa,2010_1,2020_47,2011_34,2012_19,2013_7
Kinshasa,2010_1,2020_47,2011_34,2013_15,2013_15
Kinshasa,2010_1,2020_47,2011_34,2013_25,2013_27
Kinshasa,2010_1,2020_47,2011_34,2013_37,2013_37
Kinshasa,2010_1,2020_47,2011_34,2013_46,2015_4
Kinshasa,2010_1,2020_47,2011_34,2015_11,2018_10
Kinshasa,2010_1,2020_47,2011_34,2018_18,2020_20
Kinshasa,2010_1,2020_47,2011_41,2010_19,2010_22
Kinshasa,2010_1,2020_47,2011_41,2010_39,2010_39
Kinshasa,2010_1,2020_47,2011_41,2011_2,2011_9
Kinshasa,2010_1,2020_47,2011_41,2011_16,2012_12
Kinshasa,2010_1,2020_47,2011_41,2012_19,2013_7
Kinshasa,2010_1,2020_47,2011_41,2013_15,2013_15
Kinshasa,2010_1,2020_47,2011_41,2013_25,2013_27
Kinshasa,2010_1,2020_47,2011_41,2013_37,2013_37
Kinshasa,2010_1,2020_47,2011_41,2013_46,2015_4
Kinshasa,2010_1,2020_47,2011_41,2015_11,2018_10
Kinshasa,2010_1,2020_47,2011_41,2018_18,2020_20
Kinshasa,2010_1,2020_47,2011_48,2010_19,2010_22
Kinshasa,2010_1,2020_47,2011_48,2010_39,2010_39
Kinshasa,2010_1,2020_47,2011_48,2011_2,2011_9
Kinshasa,2010_1,2020_47,2011_48,2011_16,2012_12
Kinshasa,2010_1,2020_47,2011_48,2012_19,2013_7
Kinshasa,2010_1,2020_47,2011_48,2013_15,2013_15
Kinshasa,2010_1,2020_47,2011_48,2013_25,2013_27
Kinshasa,2010_1,2020_47,2011_48,2013_37,2013_37
Kinshasa,2010_1,2020_47,2011_48,2013_46,2015_4
Kinshasa,2010_1,2020_47,2011_48,2015_11,2018_10
Kinshasa,2010_1,2020_47,2011_48,2018_18,2020_20
Kinshasa,2010_1,2020_47,2011_49,2010_19,2010_22
Kinshasa,2010_1,2020_47,2011_49,2010_39,2010_39
Kinshasa,2010_1,2020_47,2011_49,2011_2,2011_9
Kinshasa,2010_1,2020_47,2011_49,2011_16,2012_12
Kinshasa,2010_1,2020_47,2011_49,2012_19,2013_7
Kinshasa,2010_1,2020_47,2011_49,2013_15,2013_15
Kinshasa,2010_1,2020_47,2011_49,2013_25,2013_27
Kinshasa,2010_1,2020_47,2011_49,2013_37,2013_37
Kinshasa,2010_1,2020_47,2011_49,2013_46,2015_4
Kinshasa,2010_1,2020_47,2011_49,2015_11,2018_10
Kinshasa,2010_1,2020_47,2011_49,2018_18,2020_20
Kinshasa,2010_1,2020_47,2011_52,2010_19,2010_22
Kinshasa,2010_1,2020_47,2011_52,2010_39,2010_39
Kinshasa,2010_1,2020_47,2011_52,2011_2,2011_9
Kinshasa,2010_1,2020_47,2011_52,2011_16,2012_12
Kinshasa,2010_1,2020_47,2011_52,2012_19,2013_7
Kinshasa,2010_1,2020_47,2011_52,2013_15,2013_15
Kinshasa,2010_1,2020_47,2011_52,2013_25,2013_27
Kinshasa,2010_1,2020_47,2011_52,2013_37,2013_37
Kinshasa,2010_1,2020_47,2011_52,2013_46,2015_4
Kinshasa,2010_1,2020_47,2011_52,2015_11,2018_10
Kinshasa,2010_1,2020_47,2011_52,2018_18,2020_20
Kinshasa,2010_1,2020_47,2011_52,2010_19,2010_22
Kinshasa,2010_1,2020_47,2011_52,2010_39,2010_39
Kinshasa,2010_1,2020_47,2011_52,2011_2,2011_9
Kinshasa,2010_1,2020_47,2011_52,2011_16,2012_12
Kinshasa,2010_1,2020_47,2011_52,2012_19,2013_7
Kinshasa,2010_1,2020_47,2011_52,2013_15,2013_15
Kinshasa,2010_1,2020_47,2011_52,2013_25,2013_27
Kinshasa,2010_1,2020_47,2011_52,2013_37,2013_37
Kinshasa,2010_1,2020_47,2011_52,2013_46,2015_4
Kinshasa,2010_1,2020_47,2011_52,2015_11,2018_10
Kinshasa,2010_1,2020_47,2011_52,2018_18,2020_20
Kinshasa,2010_1,2020_47,2012_3,2010_19,2010_22
Kinshasa,2010_1,2020_47,2012_3,2010_39,2010_39
Kinshasa,2010_1,2020_47,2012_3,2011_2,2011_9
Kinshasa,2010_1,2020_47,2012_3,2011_16,2012_12
Kinshasa,2010_1,2020_47,2012_3,2012_19,2013_7
Kinshasa,2010_1,2020_47,2012_3,2013_15,2013_15
Kinshasa,2010_1,2020_47,2012_3,2013_25,2013_27
Kinshasa,2010_1,2020_47,2012_3,2013_37,2013_37
Kinshasa,2010_1,2020_47,2012_3,2013_46,2015_4
Kinshasa,2010_1,2020_47,2012_3,2015_11,2018_10
Kinshasa,2010_1,2020_47,2012_3,2018_18,2020_20
Kinshasa,2010_1,2020_47,2012_5,2010_19,2010_22
Kinshasa,2010_1,2020_47,2012_5,2010_39,2010_39
Kinshasa,2010_1,2020_47,2012_5,2011_2,2011_9
Kinshasa,2010_1,2020_47,2012_5,2011_16,2012_12
Kinshasa,2010_1,2020_47,2012_5,2012_19,2013_7
Kinshasa,2010_1,2020_47,2012_5,2013_15,2013_15
Kinshasa,2010_1,2020_47,2012_5,2013_25,2013_27
Kinshasa,2010_1,2020_47,2012_5,2013_37,2013_37
Kinshasa,2010_1,2020_47,2012_5,2013_46,2015_4
Kinshasa,2010_1,2020_47,2012_5,2015_11,2018_10
Kinshasa,2010_1,2020_47,2012_5,2018_18,2020_20
Kinshasa,2010_1,2020_47,2012_15,2010_19,2010_22
Kinshasa,2010_1,2020_47,2012_15,2010_39,2010_39
Kinshasa,2010_1,2020_47,2012_15,2011_2,2011_9
Kinshasa,2010_1,2020_47,2012_15,2011_16,2012_12
Kinshasa,2010_1,2020_47,2012_15,2012_19,2013_7
Kinshasa,2010_1,2020_47,2012_15,2013_15,2013_15
Kinshasa,2010_1,2020_47,2012_15,2013_25,2013_27
Kinshasa,2010_1,2020_47,2012_15,2013_37,2013_37
Kinshasa,2010_1,2020_47,2012_15,2013_46,2015_4
Kinshasa,2010_1,2020_47,2012_15,2015_11,2018_10
Kinshasa,2010_1,2020_47,2012_15,2018_18,2020_20
Kinshasa,2010_1,2020_47,2012_26,2010_19,2010_22
Kinshasa,2010_1,2020_47,2012_26,2010_39,2010_39
Kinshasa,2010_1,2020_47,2012_26,2011_2,2011_9
Kinshasa,2010_1,2020_47,2012_26,2011_16,2012_12
Kinshasa,2010_1,2020_47,2012_26,2012_19,2013_7
Kinshasa,2010_1,2020_47,2012_26,2013_15,2013_15
Kinshasa,2010_1,2020_47,2012_26,2013_25,2013_27
Kinshasa,2010_1,2020_47,2012_26,2013_37,2013_37
Kinshasa,2010_1,2020_47,2012_26,2013_46,2015_4
Kinshasa,2010_1,2020_47,2012_26,2015_11,2018_10
Kinshasa,2010_1,2020_47,2012_26,2018_18,2020_20
Kinshasa,2010_1,2020_47,2016_14,2010_19,2010_22
Kinshasa,2010_1,2020_47,2016_14,2010_39,2010_39
Kinshasa,2010_1,2020_47,2016_14,2011_2,2011_9
Kinshasa,2010_1,2020_47,2016_14,2011_16,2012_12
Kinshasa,2010_1,2020_47,2016_14,2012_19,2013_7
Kinshasa,2010_1,2020_47,2016_14,2013_15,2013_15
Kinshasa,2010_1,2020_47,2016_14,2013_25,2013_27
Kinshasa,2010_1,2020_47,2016_14,2013_37,2013_37
Kinshasa,2010_1,2020_47,2016_14,2013_46,2015_4
Kinshasa,2010_1,2020_47,2016_14,2015_11,2018_10
Kinshasa,2010_1,2020_47,2016_14,2018_18,2020_20
Kinshasa,2010_1,2020_47,2016_19,2010_19,2010_22
Kinshasa,2010_1,2020_47,2016_19,2010_39,2010_39
Kinshasa,2010_1,2020_47,2016_19,2011_2,2011_9
Kinshasa,2010_1,2020_47,2016_19,2011_16,2012_12
Kinshasa,2010_1,2020_47,2016_19,2012_19,2013_7
Kinshasa,2010_1,2020_47,2016_19,2013_15,2013_15
Kinshasa,2010_1,2020_47,2016_19,2013_25,2013_27
Kinshasa,2010_1,2020_47,2016_19,2013_37,2013_37
Kinshasa,2010_1,2020_47,2016_19,2013_46,2015_4
Kinshasa,2010_1,2020_47,2016_19,2015_11,2018_10
Kinshasa,2010_1,2020_47,2016_19,2018_18,2020_20
Kinshasa,2010_1,2020_47,2016_27,2010_19,2010_22
Kinshasa,2010_1,2020_47,2016_27,2010_39,2010_39
Kinshasa,2010_1,2020_47,2016_27,2011_2,2011_9
Kinshasa,2010_1,2020_47,2016_27,2011_16,2012_12
Kinshasa,2010_1,2020_47,2016_27,2012_19,2013_7
Kinshasa,2010_1,2020_47,2016_27,2013_15,2013_15
Kinshasa,2010_1,2020_47,2016_27,2013_25,2013_27
Kinshasa,2010_1,2020_47,2016_27,2013_37,2013_37
Kinshasa,2010_1,2020_47,2016_27,2013_46,2015_4
Kinshasa,2010_1,2020_47,2016_27,2015_11,2018_10
Kinshasa,2010_1,2020_47,2016_27,2018_18,2020_20
Kinshasa,2010_1,2020_47,2016_35,2010_19,2010_22
Kinshasa,2010_1,2020_47,2016_35,2010_39,2010_39
Kinshasa,2010_1,2020_47,2016_35,2011_2,2011_9
Kinshasa,2010_1,2020_47,2016_35,2011_16,2012_12
Kinshasa,2010_1,2020_47,2016_35,2012_19,2013_7
Kinshasa,2010_1,2020_47,2016_35,2013_15,2013_15
Kinshasa,2010_1,2020_47,2016_35,2013_25,2013_27
Kinshasa,2010_1,2020_47,2016_35,2013_37,2013_37
Kinshasa,2010_1,2020_47,2016_35,2013_46,2015_4
Kinshasa,2010_1,2020_47,2016_35,2015_11,2018_10
Kinshasa,2010_1,2020_47,2016_35,2018_18,2020_20
Kinshasa,2010_1,2020_47,2016_52,2010_19,2010_22
Kinshasa,2010_1,2020_47,2016_52,2010_39,2010_39
Kinshasa,2010_1,2020_47,2016_52,2011_2,2011_9
Kinshasa,2010_1,2020_47,2016_52,2011_16,2012_12
Kinshasa,2010_1,2020_47,2016_52,2012_19,2013_7
Kinshasa,2010_1,2020_47,2016_52,2013_15,2013_15
Kinshasa,2010_1,2020_47,2016_52,2013_25,2013_27
Kinshasa,2010_1,2020_47,2016_52,2013_37,2013_37
Kinshasa,2010_1,2020_47,2016_52,2013_46,2015_4
Kinshasa,2010_1,2020_47,2016_52,2015_11,2018_10
Kinshasa,2010_1,2020_47,2016_52,2018_18,2020_20
Kinshasa,2010_1,2020_47,2017_3,2010_19,2010_22
Kinshasa,2010_1,2020_47,2017_3,2010_39,2010_39
Kinshasa,2010_1,2020_47,2017_3,2011_2,2011_9
Kinshasa,2010_1,2020_47,2017_3,2011_16,2012_12
Kinshasa,2010_1,2020_47,2017_3,2012_19,2013_7
Kinshasa,2010_1,2020_47,2017_3,2013_15,2013_15
Kinshasa,2010_1,2020_47,2017_3,2013_25,2013_27
Kinshasa,2010_1,2020_47,2017_3,2013_37,2013_37
Kinshasa,2010_1,2020_47,2017_3,2013_46,2015_4
Kinshasa,2010_1,2020_47,2017_3,2015_11,2018_10
Kinshasa,2010_1,2020_47,2017_3,2018_18,2020_20
Kinshasa,2010_1,2020_47,2017_24,2010_19,2010_22
Kinshasa,2010_1,2020_47,2017_24,2010_39,2010_39
Kinshasa,2010_1,2020_47,2017_24,2011_2,2011_9
Kinshasa,2010_1,2020_47,2017_24,2011_16,2012_12
Kinshasa,2010_1,2020_47,2017_24,2012_19,2013_7
Kinshasa,2010_1,2020_47,2017_24,2013_15,2013_15
Kinshasa,2010_1,2020_47,2017_24,2013_25,2013_27
Kinshasa,2010_1,2020_47,2017_24,2013_37,2013_37
Kinshasa,2010_1,2020_47,2017_24,2013_46,2015_4
Kinshasa,2010_1,2020_47,2017_24,2015_11,2018_10
Kinshasa,2010_1,2020_47,2017_24,2018_18,2020_20
Kinshasa,2010_1,2020_47,2017_31,2010_19,2010_22
Kinshasa,2010_1,2020_47,2017_31,2010_39,2010_39
Kinshasa,2010_1,2020_47,2017_31,2011_2,2011_9
Kinshasa,2010_1,2020_47,2017_31,2011_16,2012_12
Kinshasa,2010_1,2020_47,2017_31,2012_19,2013_7
Kinshasa,2010_1,2020_47,2017_31,2013_15,2013_15
Kinshasa,2010_1,2020_47,2017_31,2013_25,2013_27
Kinshasa,2010_1,2020_47,2017_31,2013_37,2013_37
Kinshasa,2010_1,2020_47,2017_31,2013_46,2015_4
Kinshasa,2010_1,2020_47,2017_31,2015_11,2018_10
Kinshasa,2010_1,2020_47,2017_31,2018_18,2020_20
Kinshasa,2010_1,2020_47,2017_47,2010_19,2010_22
Kinshasa,2010_1,2020_47,2017_47,2010_39,2010_39
Kinshasa,2010_1,2020_47,2017_47,2011_2,2011_9
Kinshasa,2010_1,2020_47,2017_47,2011_16,2012_12
Kinshasa,2010_1,2020_47,2017_47,2012_19,2013_7
