lctn_pr,admin0,admin1,admin2,start_date,end_date,year,month,day,ipcc_region,ipcc_code,lon,lat
12463,NGA,kano,tudunwada,2014-07-07,2014-09-07,2014,7,7,Western-Africa,WAF,8.60688446780552,11.0174531290026
12112,NGA,kano,wudil,2013-11-11,2014-10-05,2013,11,11,Western-Africa,WAF,8.82138122070502,11.6313030061485
12130,NGA,katsina,bindawa,2010-09-06,2010-11-07,2010,9,6,Western-Africa,WAF,7.85298849029535,12.7089660131722
12125,NGA,katsina,ingawa,2010-08-30,2010-11-07,2010,8,30,Western-Africa,WAF,8.06853109161328,12.6070827997862
12124,NGA,katsina,kaita,2010-08-30,2010-10-03,2010,8,30,Western-Africa,WAF,7.72322584398627,13.1624385849243
12915,NGA,katsina,musawa,2010-08-30,2010-10-31,2010,8,30,Western-Africa,WAF,7.7027898183493,12.0948030224042
12501,NGA,katsina,rimi,2010-08-30,2010-11-21,2010,8,30,Western-Africa,WAF,7.71822089871098,12.8488616347477
15232,NGA,katsina,zango,2010-09-06,2010-11-14,2010,9,6,Western-Africa,WAF,8.53092766584541,12.9393704986376
12512,NGA,kebbi,shanga,2011-08-29,2011-10-02,2011,8,29,Western-Africa,WAF,4.72668652361243,11.208416778681
12512,NGA,kebbi,shanga,2017-08-14,2017-11-05,2017,8,14,Western-Africa,WAF,4.72668652361243,11.208416778681
12140,NGA,kwara,asa,2017-05-22,2017-07-09,2017,5,22,Western-Africa,WAF,4.44609316176531,8.41744025871701
12532,NGA,kwara,ilorineast,2017-05-08,2017-08-13,2017,5,8,Western-Africa,WAF,4.78435692132032,8.58261686708025
12142,NGA,kwara,moro,2017-05-15,2017-07-09,2017,5,15,Western-Africa,WAF,4.57680644344897,8.82846011362523
15231,NGA,nasarawa,keffi,2015-08-03,2015-09-13,2015,8,3,Western-Africa,WAF,7.82371529962294,8.8295354668297
12563,NGA,nasarawa,obi,2015-07-27,2015-09-13,2015,7,27,Western-Africa,WAF,8.72768795418791,8.34737598272266
12562,NGA,nasarawa,toto,2017-11-27,2018-01-14,2017,11,27,Western-Africa,WAF,7.20232063689884,8.23849554274935
12155,NGA,niger,agaie,2011-08-15,2011-09-25,2011,8,15,Western-Africa,WAF,6.4081754609619,8.93056280496383
15183,NGA,niger,kontagora,2011-07-04,2011-10-23,2011,7,4,Western-Africa,WAF,5.47514028543615,10.4247197327025
12154,NGA,niger,magama,2011-08-08,2011-10-23,2011,8,8,Western-Africa,WAF,4.98006011125617,10.3708017198051
12570,NGA,niger,mashegu,2011-07-18,2011-09-25,2011,7,18,Western-Africa,WAF,5.2334737792152,9.86264037523464
15226,NGA,oyo,irepo,2011-06-27,2011-11-13,2011,6,27,Western-Africa,WAF,3.92322429219535,9.01568858182149
12692,NGA,sokoto,goronyo,2011-08-15,2011-11-06,2011,8,15,Western-Africa,WAF,5.80778221782107,13.3720006397628
12690,NGA,sokoto,gwadabawa,2011-08-08,2011-11-06,2011,8,8,Western-Africa,WAF,5.37598903059124,13.4267696923064
12707,NGA,sokoto,rabah,2011-08-08,2011-09-11,2011,8,8,Western-Africa,WAF,5.77374269102039,12.9777293619732
12711,NGA,taraba,jalingo,2010-05-10,2010-08-22,2010,5,10,Western-Africa,WAF,11.4013791513343,8.91373049820629
12928,NGA,taraba,takum,2011-06-06,2011-07-31,2011,6,6,Western-Africa,WAF,9.88742263380263,7.13928451121696
15195,NGA,yobe,gujba,2011-07-11,2011-10-23,2011,7,11,Western-Africa,WAF,11.9613770806306,11.370539610785
12720,NGA,yobe,gulani,2011-08-08,2011-10-30,2011,8,8,Western-Africa,WAF,11.7474310780834,10.9469159687704
12726,NGA,yobe,potiskum,2011-09-12,2011-11-06,2011,9,12,Western-Africa,WAF,11.195557422728,11.6998173984084
12727,NGA,zamfara,bakura,2013-08-26,2013-11-17,2013,8,26,Western-Africa,WAF,5.83602885704979,12.5298143775882
12728,NGA,zamfara,birninmagaji/kiyaw,2014-06-23,2014-07-27,2014,6,23,Western-Africa,WAF,6.89300605646147,12.4825398028262
12738,NGA,zamfara,gusau,2013-08-26,2013-11-17,2013,8,26,Western-Africa,WAF,6.59188889727588,11.853185
12738,NGA,zamfara,gusau,2014-06-16,2014-07-27,2014,6,16,Western-Africa,WAF,6.59188889727588,11.853185
12738,NGA,zamfara,gusau,2018-07-23,2018-11-04,2018,7,23,Western-Africa,WAF,6.59188889727588,11.853185
12737,NGA,zamfara,maradun,2013-08-26,2013-10-27,2013,8,26,Western-Africa,WAF,6.27463007348184,12.7516784911193
12732,NGA,zamfara,maru,2010-09-27,2010-10-31,2010,9,27,Western-Africa,WAF,6.3420032604224,11.4860789828136
12731,NGA,zamfara,shinkafi,2010-08-23,2010-10-31,2010,8,23,Western-Africa,WAF,6.47230284529518,13.0138340248973
12734,NGA,zamfara,tsafe,2010-09-27,2010-10-31,2010,9,27,Western-Africa,WAF,6.92634130915867,11.9308282380291
6340,SLE,eastern,kenema,2012-12-31,2013-02-24,2012,12,31,Western-Africa,WAF,-11.2014044582288,7.9244601599831
2428,SLE,northern,bombali,2012-07-23,2012-09-23,2012,7,23,Western-Africa,WAF,-12.1657337108698,9.31141142223668
5537,SLE,northern,kambia,2012-01-09,2012-09-23,2012,1,9,Western-Africa,WAF,-12.8070380569956,9.18220805347802
3223,SLE,northern,koinadugu,2012-08-27,2012-09-23,2012,8,27,Western-Africa,WAF,-11.3449375682571,9.45221675214019
15058,SLE,northern,portloko,2012-07-09,2012-09-16,2012,7,9,Western-Africa,WAF,-12.7411078986677,8.72628399195726
3559,SLE,northern,tonkolili,2012-07-30,2012-09-23,2012,7,30,Western-Africa,WAF,-11.8753199004416,8.66176165608295
10067,SLE,southern,bo,2012-07-16,2012-09-23,2012,7,16,Western-Africa,WAF,-11.7142933842369,7.95329365927285
3331,SLE,southern,bonthe,2012-08-13,2012-09-23,2012,8,13,Western-Africa,WAF,-12.2756389055781,7.50091782406548
1919,SLE,southern,moyamba,2012-07-23,2012-09-23,2012,7,23,Western-Africa,WAF,-12.4265153028224,8.05930877458148
11099,SLE,southern,pujehun,2012-07-23,2012-09-23,2012,7,23,Western-Africa,WAF,-11.5671470534816,7.29497681047195
15089,SLE,westernarea,westernarearural,2012-07-16,2012-11-04,2012,7,16,Western-Africa,WAF,-13.0990202190423,8.32368247993968
10064,SSD,centralequatoria,juba,2014-05-12,2014-08-10,2014,5,12,N.Eastern-Africa,NEAF,31.4834186471786,4.71708072492134
10064,SSD,centralequatoria,juba,2015-06-08,2015-09-13,2015,6,8,N.Eastern-Africa,NEAF,31.4834186471786,4.71708072492134
10064,SSD,centralequatoria,juba,2016-07-11,2016-10-09,2016,7,11,N.Eastern-Africa,NEAF,31.4834186471786,4.71708072492134
1162,SSD,centralequatoria,kajokeji,2014-05-26,2014-09-07,2014,5,26,N.Eastern-Africa,NEAF,31.4608482959384,3.89547192100384
1162,SSD,centralequatoria,kajokeji,2015-06-15,2015-07-05,2015,6,15,N.Eastern-Africa,NEAF,31.4608482959384,3.89547192100384
10529,SSD,easternequatoria,budi,2017-07-24,2017-11-12,2017,7,24,N.Eastern-Africa,NEAF,33.4463357166335,4.36034916309691
3704,SSD,easternequatoria,ikotos,2014-08-11,2014-10-26,2014,8,11,N.Eastern-Africa,NEAF,33.1313511786446,4.02881350642916
7511,SSD,easternequatoria,kapoetaeast,2017-05-22,2017-08-13,2017,5,22,N.Eastern-Africa,NEAF,34.6546592012173,5.13797374128256
2425,SSD,easternequatoria,kapoetanorth,2017-05-29,2017-08-06,2017,5,29,N.Eastern-Africa,NEAF,33.461914099861,5.30658218185102
11259,SSD,easternequatoria,kapoetasouth,2017-05-22,2017-08-20,2017,5,22,N.Eastern-Africa,NEAF,33.6802582316452,4.56341280236136
3800,SSD,jonglei,borsouth,2016-09-05,2016-10-16,2016,9,5,N.Eastern-Africa,NEAF,32.0048593064055,6.46564429432693
3800,SSD,jonglei,borsouth,2017-01-30,2017-03-26,2017,1,30,N.Eastern-Africa,NEAF,32.0048593064055,6.46564429432693
8667,SSD,jonglei,fangak,2016-09-26,2016-12-18,2016,9,26,N.Eastern-Africa,NEAF,30.6880257819293,9.07197714875332
10519,SSD,jonglei,nyirol,2017-06-05,2017-09-03,2017,6,5,N.Eastern-Africa,NEAF,32.1197001670565,8.58306280825018
3170,SSD,lakes,awerial,2017-03-06,2017-06-04,2017,3,6,N.Eastern-Africa,NEAF,31.2294614867255,6.1501620622648
1343,SSD,lakes,yiroleast,2017-03-20,2017-07-16,2017,3,20,N.Eastern-Africa,NEAF,30.8024500909504,6.79319386510783
10288,SSD,unity,mayendit,2016-12-19,2017-03-12,2016,12,19,N.Eastern-Africa,NEAF,29.9196941898709,8.12251574276247
2797,SSD,unity,panyijiar,2016-12-12,2017-03-19,2016,12,12,N.Eastern-Africa,NEAF,30.3366215560169,7.52455177897217
5624,SSD,unity,rubkona,2016-11-07,2017-03-19,2016,11,7,N.Eastern-Africa,NEAF,29.6356611934627,9.26847563969445
2520,SSD,uppernile,fashoda,2017-05-01,2017-06-25,2017,5,1,N.Eastern-Africa,NEAF,31.844220077183,9.98029866071776
13220,TCD,charibaguirmi,mandeliahealthdistrict,2010-11-15,2011-01-30,2010,11,15,Central-Africa,CAF,15.3014881516696,11.6988618719555
13220,TCD,charibaguirmi,mandeliahealthdistrict,2011-05-30,2011-11-27,2011,5,30,Central-Africa,CAF,15.3014881516696,11.6988618719555
13227,TCD,guera,bitkinehealthdistrict,2011-09-12,2011-12-25,2011,9,12,Central-Africa,CAF,18.1111411644554,12.020914887235
13233,TCD,hadjerlamis,bokorohealthdistrict,2011-06-13,2011-07-24,2011,6,13,Central-Africa,CAF,16.6414323947094,12.5566305676965
13234,TCD,hadjerlamis,massaguethealthdistrict,2010-09-20,2010-12-12,2010,9,20,Central-Africa,CAF,15.61350611808,12.425970816661
13234,TCD,hadjerlamis,massaguethealthdistrict,2011-08-15,2011-11-27,2011,8,15,Central-Africa,CAF,15.61350611808,12.425970816661
13235,TCD,hadjerlamis,massakoryhealthdistrict,2010-10-11,2010-12-05,2010,10,11,Central-Africa,CAF,15.7833429946491,12.9374346449142
13235,TCD,hadjerlamis,massakoryhealthdistrict,2011-05-23,2011-11-20,2011,5,23,Central-Africa,CAF,15.7833429946491,12.9374346449142
13240,TCD,lac,bolhealthdistrict,2010-08-16,2010-11-28,2010,8,16,Central-Africa,CAF,14.6901567229132,13.2926942336898
13467,TCD,mayokebbiest,bongorhealthdistrict,2011-05-09,2011-11-06,2011,5,9,Central-Africa,CAF,15.8218066652194,10.1851415740259
13267,TCD,mayokebbiest,fiangahealthdistrict,2010-08-23,2010-12-19,2010,8,23,Central-Africa,CAF,15.3513139383547,9.81755673964931
13268,TCD,mayokebbiest,gounougayahealthdistrict,2011-05-30,2011-12-11,2011,5,30,Central-Africa,CAF,15.51917746331,9.57162495093694
13269,TCD,mayokebbiest,guelendenghealthdistrict,2010-11-08,2010-12-26,2010,11,8,Central-Africa,CAF,15.3143079129847,10.9099468206153
13269,TCD,mayokebbiest,guelendenghealthdistrict,2011-08-29,2011-10-16,2011,8,29,Central-Africa,CAF,15.3143079129847,10.9099468206153
13273,TCD,mayokebbiouest,lerehealthdistrict,2010-12-06,2011-01-09,2010,12,6,Central-Africa,CAF,14.237396507372,9.71529261807129
13273,TCD,mayokebbiouest,lerehealthdistrict,2011-05-16,2011-10-23,2011,5,16,Central-Africa,CAF,14.237396507372,9.71529261807129
13274,TCD,mayokebbiouest,palahealthdistrict,2011-05-23,2011-11-27,2011,5,23,Central-Africa,CAF,14.8175273274632,9.0128173828125
13286,TCD,ouaddai,abechehealthdistrict,2011-08-01,2011-12-11,2011,8,1,Central-Africa,CAF,20.5800935087755,13.8307772394006
13292,TCD,salamat,amtimanhealthdistrict,2011-05-30,2011-10-02,2011,5,30,Central-Africa,CAF,20.3881009998185,10.7927188441898
13292,TCD,salamat,amtimanhealthdistrict,2017-09-25,2017-12-03,2017,9,25,Central-Africa,CAF,20.3881009998185,10.7927188441898
13293,TCD,salamat,harazemangueignehealthdistrict,2017-09-25,2017-12-17,2017,9,25,Central-Africa,CAF,21.1187505560713,10.424229061538
13469,TCD,tandjilã©,berehealthdistrict,2011-08-01,2011-11-06,2011,8,1,Central-Africa,CAF,16.1741696264037,9.27228685692998
13472,TCD,tandjilã©,laihealthdistrict,2011-05-23,2011-09-04,2011,5,23,Central-Africa,CAF,16.5504610929305,9.69971064841249
12933,TZA,arusha,arusharural,2015-11-29,2016-03-12,2015,11,29,S.Eastern-Africa,SEAF,36.6881704184262,-3.3479522418926
12937,TZA,arusha,meru,2015-12-27,2016-02-27,2015,12,27,S.Eastern-Africa,SEAF,36.9019088691398,-3.33742207767942
12942,TZA,arusha,ngorongoro,2018-06-03,2018-07-07,2018,6,3,S.Eastern-Africa,SEAF,35.4960006475919,-2.6750124040082
13404,TZA,dodoma,dodomaurban,2018-01-28,2018-03-24,2018,1,28,S.Eastern-Africa,SEAF,35.7920164377188,-6.10805544258087
13407,TZA,dodoma,kongwa,2016-11-20,2017-02-18,2016,11,20,S.Eastern-Africa,SEAF,36.5470369707034,-6.01700095167506
13408,TZA,dodoma,mpwapwa,2016-11-27,2017-01-07,2016,11,27,S.Eastern-Africa,SEAF,36.3340099319623,-6.76267103305505
13408,TZA,dodoma,mpwapwa,2018-01-21,2018-03-24,2018,1,21,S.Eastern-Africa,SEAF,36.3340099319623,-6.76267103305505
15150,TZA,geita,geita,2015-11-22,2016-02-27,2015,11,22,S.Eastern-Africa,SEAF,32.1749379165297,-2.86999572620773
13496,TZA,lindi,kilwa,2010-10-11,2010-12-12,2010,10,11,S.Eastern-Africa,SEAF,39.0135603980465,-9.11144051189496
13505,TZA,manyara,hanang,2010-02-01,2010-04-04,2010,2,1,S.Eastern-Africa,SEAF,35.300839706312,-4.5297969231112
13506,TZA,manyara,kiteto,2010-11-01,2010-12-05,2010,11,1,S.Eastern-Africa,SEAF,36.762397802347,-5.22874315408897
13508,TZA,manyara,simanjiro,2010-03-08,2010-04-18,2010,3,8,S.Eastern-Africa,SEAF,37.0918873204421,-4.318493549318
13508,TZA,manyara,simanjiro,2015-12-27,2016-02-27,2015,12,27,S.Eastern-Africa,SEAF,37.0918873204421,-4.318493549318
13514,TZA,mara,rorya,2016-08-21,2016-11-26,2016,8,21,S.Eastern-Africa,SEAF,34.0746498582128,-1.30943195878696
13522,TZA,mbeya,chunya,2010-10-11,2011-04-10,2010,10,11,S.Eastern-Africa,SEAF,33.138829813951,-7.73947642089146
14091,TZA,mbeya,mbarali,2017-07-30,2017-10-21,2017,7,30,S.Eastern-Africa,SEAF,34.2341897182029,-8.29340695424291
14154,TZA,morogoro,kilosa,2010-02-01,2010-04-11,2010,2,1,S.Eastern-Africa,SEAF,37.0015150740599,-6.8670436201866
14155,TZA,morogoro,kilosa,2016-06-19,2016-07-23,2016,6,19,S.Eastern-Africa,SEAF,37.0003627715485,-6.97723747931149
14155,TZA,morogoro,kilosa,2016-10-02,2017-01-28,2016,10,2,S.Eastern-Africa,SEAF,37.0003627715485,-6.97723747931149
14157,TZA,morogoro,morogororural,2016-02-28,2016-06-25,2016,2,28,S.Eastern-Africa,SEAF,37.8421756381883,-7.1962846935776
14179,TZA,mwanza,sengerema,2015-11-29,2016-01-02,2015,11,29,S.Eastern-Africa,SEAF,32.4488665695416,-2.2587110474233
14180,TZA,mwanza,ukerewe,2016-02-28,2016-04-23,2016,2,28,S.Eastern-Africa,SEAF,33.013614062509,-1.99560456870535
14182,TZA,pwani,kibaharural,2015-09-27,2015-12-19,2015,9,27,S.Eastern-Africa,SEAF,38.5523805277359,-6.8215562865971
15378,TZA,pwani,kisarawe,2015-10-18,2016-01-30,2015,10,18,S.Eastern-Africa,SEAF,38.6699956043802,-7.21228884833758
15121,TZA,songwe,songwe,2017-09-17,2018-03-10,2017,9,17,S.Eastern-Africa,SEAF,32.6842401478608,-7.76223844779927
14726,TZA,tanga,lushoto,2010-01-25,2010-03-14,2010,1,25,S.Eastern-Africa,SEAF,38.4413805238354,-4.55215079731843
15356,TZA,tanga,muheza,2012-04-22,2012-06-09,2012,4,22,S.Eastern-Africa,SEAF,38.7653499507384,-5.18345442965725
13352,SOM,gedo,beledhawo,2016-06-06,2016-08-07,2016,6,6,N.Eastern-Africa,NEAF,41.7356556664073,3.42280835592662
13325,SOM,hiiraan,beledweyn,2016-06-06,2016-09-25,2016,6,6,N.Eastern-Africa,NEAF,45.3824652331238,4.72201307669615
4754,BEN,atlantique,abomeycalavi,2013-09-30,2013-12-08,2013,9,30,Western-Africa,WAF,2.32695969911245,6.4932247882243
8540,BEN,atlantique,soava,2011-05-09,2011-06-19,2011,5,9,Western-Africa,WAF,2.32695969911245,6.4932247882243
8540,BEN,atlantique,soava,2013-08-26,2014-04-06,2013,8,26,Western-Africa,WAF,2.32695969911245,6.4932247882243
15289,CIV,abidjan,abidjanville,2014-11-10,2014-12-21,2014,11,10,Western-Africa,WAF,-4.01184383343826,5.3465984690624
13013,CMR,centre,biyemassihealthdistrict,2011-02-28,2011-12-04,2011,2,28,Central-Africa,CAF,11.4766479579459,3.83972700612187
13014,CMR,centre,citevertehealthdistrict,2011-03-07,2012-01-29,2011,3,7,Central-Africa,CAF,11.4899195915606,3.89588998078059
13015,CMR,centre,djoungolohealthdistrict,2011-02-28,2011-11-27,2011,2,28,Central-Africa,CAF,11.5351687013653,3.92023213398357
13017,CMR,centre,efoulanhealthdistrict,2011-03-07,2011-05-15,2011,3,7,Central-Africa,CAF,11.4731833216944,3.77467648517418
13017,CMR,centre,efoulanhealthdistrict,2011-09-26,2011-11-13,2011,9,26,Central-Africa,CAF,11.4731833216944,3.77467648517418
13033,CMR,centre,nkolndongohealthdistrict,2011-03-07,2011-12-11,2011,3,7,Central-Africa,CAF,11.532507634755,3.81966629546918
13088,CMR,littoral,bonassamahealthdistrict,2011-01-10,2011-05-22,2011,1,10,Western-Africa,WAF,9.66475869576141,4.09690254720007
13088,CMR,littoral,bonassamahealthdistrict,2011-08-01,2012-01-29,2011,8,1,Western-Africa,WAF,9.66475869576141,4.09690254720007
13089,CMR,littoral,citedespalmiershealthdistrict,2011-09-05,2012-02-19,2011,9,5,Western-Africa,WAF,9.79885835472234,4.06379810247424
13090,CMR,littoral,deidohealthdistrict,2011-01-17,2011-06-12,2011,1,17,Western-Africa,WAF,9.70462102114865,4.04632457862469
13090,CMR,littoral,deidohealthdistrict,2011-09-05,2012-01-22,2011,9,5,Western-Africa,WAF,9.70462102114865,4.04632457862469
13094,CMR,littoral,logbabahealthdistrict,2010-10-11,2010-12-05,2010,10,11,Western-Africa,WAF,9.7544379870536,4.02956832939419
13094,CMR,littoral,logbabahealthdistrict,2011-01-10,2011-05-22,2011,1,10,Western-Africa,WAF,9.7544379870536,4.02956832939419
13094,CMR,littoral,logbabahealthdistrict,2011-08-15,2012-02-12,2011,8,15,Western-Africa,WAF,9.7544379870536,4.02956832939419
13101,CMR,littoral,newbellhealthdistrict,2011-01-24,2011-12-25,2011,1,24,Western-Africa,WAF,9.70239375,4.00905
13106,CMR,littoral,nylonhealthdistrict,2010-10-04,2010-12-05,2010,10,4,Western-Africa,WAF,9.74807990488042,4.01724977882481
13106,CMR,littoral,nylonhealthdistrict,2011-08-08,2012-02-12,2011,8,8,Western-Africa,WAF,9.74807990488042,4.01724977882481
14374,COD,katanga,katubahealthdistrict,2013-02-18,2013-05-19,2013,2,18,E.Southern-Africa,ESAF,27.6559719717325,-11.9003669372522
14387,COD,katanga,likasihealthdistrict,2013-04-01,2013-06-23,2013,4,1,E.Southern-Africa,ESAF,26.7391287097685,-10.9756344204065
14390,COD,katanga,lubumbashihealthdistrict,2013-01-14,2013-07-07,2013,1,14,E.Southern-Africa,ESAF,27.5008761334542,-11.7012551059849
14398,COD,katanga,mobahealthdistrict,2010-03-15,2010-07-25,2010,3,15,E.Southern-Africa,ESAF,27.5164830797477,-11.6544729108284
14398,COD,katanga,mobahealthdistrict,2010-11-01,2011-05-15,2010,11,1,E.Southern-Africa,ESAF,27.5164830797477,-11.6544729108284
14398,COD,katanga,mobahealthdistrict,2011-10-10,2012-02-05,2011,10,10,E.Southern-Africa,ESAF,27.5164830797477,-11.6544729108284
14398,COD,katanga,mobahealthdistrict,2013-10-14,2014-01-19,2013,10,14,E.Southern-Africa,ESAF,27.5164830797477,-11.6544729108284
14399,COD,katanga,mufungasampwehealthdistrict,2010-01-11,2010-03-21,2010,1,11,E.Southern-Africa,ESAF,27.5164830797477,-11.6544729108284
14431,COD,kinshasa,barumbuhealthdistrict,2012-01-09,2012-07-08,2012,1,9,Central-Africa,CAF,15.3253607790895,-4.32026139852625
14432,COD,kinshasa,binzameteohealthdistrict,2012-05-28,2012-07-29,2012,5,28,Central-Africa,CAF,15.2497520944903,-4.38331547839192
14436,COD,kinshasa,gombehealthdistrict,2011-08-01,2011-09-25,2011,8,1,Central-Africa,CAF,15.2979941938539,-4.31091482580041
14436,COD,kinshasa,gombehealthdistrict,2018-09-03,2018-09-23,2018,9,3,Central-Africa,CAF,15.2979941938539,-4.31091482580041
14442,COD,kinshasa,kingabwahealthdistrict,2011-06-20,2012-07-08,2011,6,20,Central-Africa,CAF,15.3579065933235,-4.34605653697338
14442,COD,kinshasa,kingabwahealthdistrict,2012-12-24,2013-02-17,2012,12,24,Central-Africa,CAF,15.3579065933235,-4.34605653697338
14443,COD,kinshasa,kingasanihealthdistrict,2012-02-27,2012-09-02,2012,2,27,Central-Africa,CAF,15.4065937187937,-4.41326385729099
14451,COD,kinshasa,limetehealthdistrict,2011-11-28,2012-06-03,2011,11,28,Central-Africa,CAF,15.3363088421184,-4.35569003796429
14451,COD,kinshasa,limetehealthdistrict,2013-01-14,2013-03-17,2013,1,14,Central-Africa,CAF,15.3363088421184,-4.35569003796429
14458,COD,kinshasa,masinaiihealthdistrict,2012-01-09,2013-03-24,2012,1,9,Central-Africa,CAF,15.3888779688559,-4.36024110390958
14459,COD,kinshasa,matetehealthdistrict,2011-07-11,2012-09-16,2011,7,11,Central-Africa,CAF,15.3504412402003,-4.38951476686742
14464,COD,kinshasa,ngabahealthdistrict,2011-07-18,2011-08-21,2011,7,18,Central-Africa,CAF,15.3226210978552,-4.3801100145289
14467,COD,kinshasa,policehealthdistrict,2011-08-29,2012-07-29,2011,8,29,Central-Africa,CAF,15.3008646828401,-4.31563968909103
14473,COD,kongocentral,bomahealthdistrict,2012-06-18,2012-11-18,2012,6,18,Central-Africa,CAF,13.0534873856276,-5.81335723980718
14487,COD,kongocentral,matadihealthdistrict,2012-06-11,2012-09-02,2012,6,11,Central-Africa,CAF,13.4691663029911,-5.84592180393313
14578,COD,nordkivu,gomahealthdistrict,2010-01-18,2010-08-01,2010,1,18,S.Eastern-Africa,SEAF,29.1743897938351,-1.64899705956875
14578,COD,nordkivu,gomahealthdistrict,2019-06-24,2020-01-26,2019,6,24,S.Eastern-Africa,SEAF,29.1743897938351,-1.64899705956875
14578,COD,nordkivu,gomahealthdistrict,2012-01-23,2012-03-25,2012,1,23,S.Eastern-Africa,SEAF,29.1743897938351,-1.64899705956875
14578,COD,nordkivu,gomahealthdistrict,2012-07-23,2012-09-16,2012,7,23,S.Eastern-Africa,SEAF,29.1743897938351,-1.64899705956875
14578,COD,nordkivu,gomahealthdistrict,2012-11-19,2013-03-24,2012,11,19,S.Eastern-Africa,SEAF,29.1743897938351,-1.64899705956875
14578,COD,nordkivu,gomahealthdistrict,2013-09-02,2013-11-10,2013,9,2,S.Eastern-Africa,SEAF,29.1743897938351,-1.64899705956875
14578,COD,nordkivu,gomahealthdistrict,2015-08-03,2015-11-01,2015,8,3,S.Eastern-Africa,SEAF,29.1743897938351,-1.64899705956875
14578,COD,nordkivu,gomahealthdistrict,2016-02-01,2016-03-06,2016,2,1,S.Eastern-Africa,SEAF,29.1743897938351,-1.64899705956875
14578,COD,nordkivu,gomahealthdistrict,2017-06-26,2018-01-14,2017,6,26,S.Eastern-Africa,SEAF,29.1743897938351,-1.64899705956875
14581,COD,nordkivu,karisimbihealthdistrict,2010-02-08,2010-05-02,2010,2,8,S.Eastern-Africa,SEAF,29.182890543911,-1.6356875
14581,COD,nordkivu,karisimbihealthdistrict,2012-01-30,2012-03-18,2012,1,30,S.Eastern-Africa,SEAF,29.182890543911,-1.6356875
14581,COD,nordkivu,karisimbihealthdistrict,2012-10-15,2012-11-25,2012,10,15,S.Eastern-Africa,SEAF,29.182890543911,-1.6356875
14581,COD,nordkivu,karisimbihealthdistrict,2014-06-09,2014-08-03,2014,6,9,S.Eastern-Africa,SEAF,29.182890543911,-1.6356875
14581,COD,nordkivu,karisimbihealthdistrict,2017-07-03,2017-11-26,2017,7,3,S.Eastern-Africa,SEAF,29.182890543911,-1.6356875
14581,COD,nordkivu,karisimbihealthdistrict,2019-05-20,2020-01-26,2019,5,20,S.Eastern-Africa,SEAF,29.182890543911,-1.6356875
14613,COD,orientale,buniahealthdistrict,2012-01-23,2012-08-12,2012,1,23,S.Eastern-Africa,SEAF,30.2677434046495,1.59991828505905
14979,COD,sudkivu,bagirahealthdistrict,2010-01-04,2010-07-11,2010,1,4,S.Eastern-Africa,SEAF,28.8259504538169,-2.48867462900165
14979,COD,sudkivu,bagirahealthdistrict,2011-12-12,2012-04-15,2011,12,12,S.Eastern-Africa,SEAF,28.8259504538169,-2.48867462900165
14662,COD,sudkivu,ibandahealthdistrict,2011-12-12,2012-05-13,2011,12,12,S.Eastern-Africa,SEAF,28.867671617038,-2.51325170450348
14666,COD,sudkivu,kadutuhealthdistrict,2010-04-05,2010-07-11,2010,4,5,S.Eastern-Africa,SEAF,28.8481433917437,-2.50200837538553
14666,COD,sudkivu,kadutuhealthdistrict,2011-08-29,2012-03-04,2011,8,29,S.Eastern-Africa,SEAF,28.8481433917437,-2.50200837538553
14666,COD,sudkivu,kadutuhealthdistrict,2013-10-14,2014-02-23,2013,10,14,S.Eastern-Africa,SEAF,28.8481433917437,-2.50200837538553
14990,COD,tshopo,makisokisanganihealthdistrict,2016-08-01,2016-09-11,2016,8,1,Central-Africa,CAF,25.2297210467463,0.520134234967637
16621,ETH,tigray,mekele,2016-07-25,2017-01-15,2016,7,25,N.Eastern-Africa,NEAF,39.4888220366955,13.507442159513
16621,ETH,tigray,mekele,2017-07-10,2017-10-15,2017,7,10,N.Eastern-Africa,NEAF,39.4888220366955,13.507442159513
16621,ETH,tigray,mekele,2018-07-30,2018-09-16,2018,7,30,N.Eastern-Africa,NEAF,39.4888220366955,13.507442159513
6397,GHA,greateraccra,accrametropolitan,2012-09-03,2012-11-18,2012,9,3,Western-Africa,WAF,-0.207551603446772,5.58421818333923
6603,GHA,greateraccra,gaeast,2012-04-09,2012-06-03,2012,4,9,Western-Africa,WAF,-0.225925171419586,5.71994509656209
5805,GHA,greateraccra,gasouth,2012-09-10,2012-11-25,2012,9,10,Western-Africa,WAF,-0.354373564482091,5.55862500921709
7137,GHA,greateraccra,ledzokukukrowor,2012-03-26,2012-08-05,2012,3,26,Western-Africa,WAF,-0.112303839749199,5.59858559679285
5965,GIN,conakry,conakry,2012-07-08,2012-10-20,2012,7,8,Western-Africa,WAF,-13.5715370058126,9.62665636734596
11488,KEN,coast,mombasa,2015-04-27,2015-08-30,2015,4,27,S.Eastern-Africa,SEAF,39.6540169685999,-4.01633609133798
11488,KEN,coast,mombasa,2019-05-13,2019-06-16,2019,5,13,S.Eastern-Africa,SEAF,39.6540169685999,-4.01633609133798
15201,NER,maradi,maradi,2018-07-23,2018-11-04,2018,7,23,Western-Africa,WAF,7.1288472003144,13.4869397575065
15510,NER,niamey,niamey,2011-08-29,2011-12-04,2011,8,29,Western-Africa,WAF,2.10605042653939,13.5283403567765
